ID,Imię,Nazwisko,Płeć,Data urodzenia,Adres,Odznaki
1485,Nela,Kohut,kobieta,11-12-1997,ulica Toruńska 385 64-565 Reda,[]
1486,Norbert,Szwałek,mężczyzna,06-06-1987,ul. Podleśna 96/88 44-398 Kraśnik,"['Doskonały Komunikator', 'Innowacyjny Programista', 'Wielki Odkrywca']"
1487,Bruno,Niedbał,mężczyzna,20-02-1993,pl. Nowowiejska 33 70-408 Częstochowa,[]
1488,Jerzy,Krzempek,mężczyzna,24-07-1998,ul. Korczaka 90/79 93-598 Białogard,"['Mistrz Kodowania', 'Doskonały Komunikator', 'Technologiczny Wizjoner', 'Wielki Odkrywca']"
1489,Franciszek,Błażejczak,mężczyzna,06-01-1987,aleja Diamentowa 385 26-816 Katowice,"['Technologiczny Wizjoner', 'Innowacyjny Programista']"
1490,Nataniel,Ryndak,mężczyzna,02-08-1995,aleja Podmiejska 04 17-364 Piastów,"['Mistrz Kodowania', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
1491,Borys,Stein,mężczyzna,10-06-2004,pl. Sosnowa 01 39-110 Mysłowice,"['Zaangażowany Twórca', 'Doskonały Komunikator', 'Ekspercki Analizator Danych']"
1492,Ernest,Putek,mężczyzna,16-10-1989,aleja Stolarska 81/91 87-359 Szczytno,[]
1493,Dagmara,Ciołczyk,kobieta,24-07-1999,aleja Sikorskiego 216 77-922 Chorzów,[]
1494,Anna Maria,Janic,kobieta,10-02-1991,pl. Stefana Batorego 64/69 71-567 Piotrków Trybunalski,"['Guru Matematyki', 'Guru Matematyki', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
1495,Ewa,Balcewicz,kobieta,03-11-1993,ulica Dworska 68 24-156 Sandomierz,[]
1496,Fabian,Stwora,mężczyzna,20-05-1984,aleja Nadbrzeżna 893 83-173 Sieradz,[]
1497,Krystian,Danilczuk,mężczyzna,18-01-2002,pl. Strzelecka 92 11-659 Rumia,[]
1498,Marianna,Wiza,kobieta,28-05-2002,ulica Konstytucji 3 Maja 70/23 65-468 Zawiercie,"['Zaangażowany Twórca', 'Mistrz Kodowania', 'Mistrz Kodowania', 'Wielki Odkrywca']"
1499,Natan,Nehring,mężczyzna,02-09-1984,pl. Wierzbowa 06/46 94-124 Czerwionka-Leszczyny,"['Technologiczny Wizjoner', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych', 'Ambitny Naukowiec']"
1500,Borys,Drywa,mężczyzna,16-07-1987,al. Łączna 84 41-541 Stargard Szczeciński,[]
1501,Igor,Jarczak,mężczyzna,08-02-1988,ul. Handlowa 75/68 41-828 Iława,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Doskonały Komunikator', 'Ambitny Naukowiec']"
1502,Malwina,Matejczuk,kobieta,11-09-1999,aleja Strumykowa 12 54-798 Kołobrzeg,"['Innowacyjny Programista', 'Innowacyjny Programista', 'Technologiczny Wizjoner']"
1503,Maciej,Gwizdek,mężczyzna,18-08-1999,ulica Starowiejska 95/50 33-436 Piekary Śląskie,"['Zaangażowany Twórca', 'Mistrz Kodowania']"
1504,Marcin,Dziopa,mężczyzna,07-05-1988,al. Piastowska 61/09 13-103 Będzin,"['Zaangażowany Twórca', 'Guru Matematyki', 'Ambitny Naukowiec']"
1505,Tymon,Kawula,mężczyzna,12-12-1989,ul. Dolna 09/59 78-562 Nowy Targ,"['Ekspercki Analizator Danych', 'Guru Matematyki', 'Zaangażowany Twórca']"
1506,Natan,Maciejczuk,mężczyzna,05-12-1999,al. Swierkowa 68 30-918 Marki,[]
1507,Tymoteusz,Mirgos,mężczyzna,13-02-2005,pl. Spółdzielcza 458 72-182 Ełk,"['Zaangażowany Twórca', 'Innowacyjny Programista', 'Guru Matematyki', 'Technologiczny Wizjoner']"
1508,Tomasz,Pyda,mężczyzna,27-10-1987,al. Podgórna 58/11 65-241 Ciechanów,['Technologiczny Wizjoner']
1509,Jakub,Poczta,mężczyzna,29-09-2001,plac Srebrna 34 45-779 Bełchatów,"['Technologiczny Wizjoner', 'Doskonały Komunikator', 'Ekspercki Analizator Danych']"
1510,Igor,Duszczyk,mężczyzna,02-04-1989,ulica Składowa 47/84 41-999 Jarosław,"['Guru Matematyki', 'Doskonały Komunikator', 'Ekspercki Analizator Danych', 'Guru Matematyki']"
1511,Adrianna,Korzonek,kobieta,31-07-1996,aleja Borówkowa 581 17-565 Olkusz,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Ekspercki Analizator Danych']"
1512,Bianka,Bazela,kobieta,14-12-1988,ul. Miarki 04/57 38-644 Płońsk,"['Mistrz Kodowania', 'Doskonały Komunikator', 'Doskonały Komunikator', 'Innowacyjny Programista']"
1513,Marek,Hałat,mężczyzna,24-12-1984,pl. Wczasowa 994 09-987 Słupsk,['Ekspercki Analizator Danych']
1514,Olaf,Czuj,mężczyzna,14-11-1994,plac Moniuszki 57/45 31-970 Zgierz,"['Guru Matematyki', 'Ambitny Naukowiec', 'Technologiczny Wizjoner']"
1515,Apolonia,Lipok,kobieta,16-10-1992,aleja Dworska 15 85-046 Nowa Ruda,[]
1516,Norbert,Węgrzynowicz,mężczyzna,24-01-1984,pl. Piękna 18 11-094 Nowy Dwór Mazowiecki,"['Ambitny Naukowiec', 'Guru Matematyki', 'Mistrz Kodowania']"
1517,Kaja,Stożek,kobieta,21-02-1991,plac Chełmońskiego 13 68-037 Wałbrzych,"['Ambitny Naukowiec', 'Kreatywny Problem Solver']"
1518,Damian,Dorociak,mężczyzna,13-05-1988,ul. Mieszka I 963 14-941 Krotoszyn,[]
1519,Roksana,Szkaradek,kobieta,25-01-1983,plac Jagodowa 649 72-368 Wieluń,"['Wielki Odkrywca', 'Ekspercki Analizator Danych']"
1520,Rozalia,Albin,kobieta,09-07-1993,ul. Dworska 75 07-318 Mikołów,"['Wielki Odkrywca', 'Mistrz Kodowania', 'Guru Matematyki']"
1521,Julita,Supernak,kobieta,15-12-1995,plac Szarych Szeregów 27/19 42-590 Ruda Śląska,"['Innowacyjny Programista', 'Zaangażowany Twórca']"
1522,Rafał,Zdancewicz,mężczyzna,25-02-1989,plac Rzeczna 94/29 45-746 Świebodzice,"['Technologiczny Wizjoner', 'Guru Matematyki', 'Zaangażowany Twórca', 'Mistrz Kodowania']"
1523,Leonard,Klatka,mężczyzna,22-03-1994,pl. Powstańców 93 12-322 Sosnowiec,"['Innowacyjny Programista', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
1524,Gabriel,Chłąd,mężczyzna,24-10-2000,plac Dobra 905 28-174 Bydgoszcz,['Mistrz Kodowania']
1525,Dominik,Pal,mężczyzna,13-09-1983,al. Kwiatowa 73/68 18-705 Płock,"['Innowacyjny Programista', 'Zaangażowany Twórca']"
1526,Alex,Abramczuk,mężczyzna,14-12-2003,al. Wspólna 58/35 88-685 Wągrowiec,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Guru Matematyki', 'Guru Matematyki']"
1527,Nela,Pielach,kobieta,26-06-2003,pl. Szeroka 36 73-615 Świebodzice,"['Mistrz Kodowania', 'Kreatywny Problem Solver', 'Zaangażowany Twórca']"
1528,Liwia,Lempart,kobieta,10-10-1995,plac Bolesława Chrobrego 90 90-157 Świecie,[]
1529,Iwo,Żółtek,mężczyzna,30-11-1995,ulica Częstochowska 366 51-254 Zielona Góra,"['Ambitny Naukowiec', 'Guru Matematyki', 'Doskonały Komunikator']"
1530,Maurycy,Merda,mężczyzna,30-11-1991,ulica Piastowska 684 56-180 Kraków,"['Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
1531,Witold,Leonowicz,mężczyzna,12-04-1999,ul. Wiślana 69/88 44-445 Tarnobrzeg,['Kreatywny Problem Solver']
1532,Tadeusz,Pietraszkiewicz,mężczyzna,29-03-2003,pl. Reymonta 441 78-689 Koło,"['Ambitny Naukowiec', 'Doskonały Komunikator', 'Technologiczny Wizjoner']"
1533,Ksawery,Mostek,mężczyzna,11-08-1998,plac Dąbrowskiej 91 34-091 Białystok,"['Wielki Odkrywca', 'Kreatywny Problem Solver', 'Mistrz Kodowania']"
1534,Miłosz,Miąsik,mężczyzna,17-01-1990,plac Wieniawskiego 42/05 55-420 Łowicz,"['Mistrz Kodowania', 'Zaangażowany Twórca', 'Kreatywny Problem Solver', 'Wielki Odkrywca']"
1535,Melania,Sereda,kobieta,18-07-2004,al. Łabędzia 153 26-510 Czechowice-Dziedzice,['Mistrz Kodowania']
1536,Ksawery,Łabuś,mężczyzna,09-05-1998,plac Brzechwy 60/52 48-451 Kraśnik,['Wielki Odkrywca']
1537,Jerzy,Marciniszyn,mężczyzna,04-04-1986,al. Krucza 60 91-809 Inowrocław,"['Ambitny Naukowiec', 'Guru Matematyki', 'Technologiczny Wizjoner']"
1538,Fryderyk,Jośko,mężczyzna,20-02-1997,ul. Kochanowskiego 613 65-273 Nowy Dwór Mazowiecki,[]
1539,Eliza,Staniczek,kobieta,20-09-1996,ul. Witosa 967 64-030 Stargard Szczeciński,['Innowacyjny Programista']
1540,Adrian,Burzawa,mężczyzna,10-01-1992,ul. Warszawska 94/54 11-920 Jarosław,['Zaangażowany Twórca']
1541,Kalina,Kuśnierek,kobieta,11-06-2001,ulica Złota 061 28-007 Ciechanów,"['Ekspercki Analizator Danych', 'Mistrz Kodowania', 'Technologiczny Wizjoner']"
1542,Jacek,Polaszek,mężczyzna,30-06-1993,aleja Niepodległości 53 50-936 Gorlice,"['Kreatywny Problem Solver', 'Mistrz Kodowania', 'Technologiczny Wizjoner', 'Wielki Odkrywca']"
1543,Aleksander,Bodek,mężczyzna,29-02-1992,aleja Kwiatowa 189 76-437 Gdynia,"['Technologiczny Wizjoner', 'Doskonały Komunikator', 'Doskonały Komunikator']"
1544,Iwo,Breguła,mężczyzna,10-01-1987,ulica Bursztynowa 27/46 42-279 Lublin,"['Ekspercki Analizator Danych', 'Zaangażowany Twórca']"
1545,Olga,Stochel,kobieta,28-07-1994,pl. Tuwima 93 01-475 Knurów,['Kreatywny Problem Solver']
1546,Kamila,Kilar,kobieta,12-03-1997,ulica Dworcowa 04 96-956 Bydgoszcz,"['Wielki Odkrywca', 'Innowacyjny Programista', 'Kreatywny Problem Solver']"
1547,Grzegorz,Parzonka,mężczyzna,25-12-2004,plac Jana III Sobieskiego 03 09-021 Cieszyn,['Mistrz Kodowania']
1548,Piotr,Szczesiak,mężczyzna,02-09-2000,aleja Bałtycka 34/37 85-272 Starachowice,"['Kreatywny Problem Solver', 'Ambitny Naukowiec', 'Wielki Odkrywca']"
1549,Roksana,Wydrych,kobieta,15-08-1995,pl. Sadowa 99 18-314 Elbląg,"['Wielki Odkrywca', 'Wielki Odkrywca']"
1550,Krystyna,Mieloch,kobieta,23-02-1993,plac Robotnicza 70 98-112 Elbląg,"['Technologiczny Wizjoner', 'Ambitny Naukowiec', 'Innowacyjny Programista', 'Innowacyjny Programista']"
1551,Marcelina,Lampa,kobieta,16-05-1999,plac Poprzeczna 29/92 05-194 Wyszków,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec']"
1552,Ryszard,Dąbrówka,mężczyzna,08-07-2005,plac Leszczynowa 845 48-203 Gdańsk,"['Technologiczny Wizjoner', 'Ekspercki Analizator Danych', 'Guru Matematyki']"
1553,Adrian,Reszke,mężczyzna,10-01-2000,ulica Partyzantów 40 25-215 Czeladź,"['Guru Matematyki', 'Ambitny Naukowiec']"
1554,Jakub,Kapustka,mężczyzna,27-06-1990,plac Nowowiejska 596 82-761 Grudziądz,"['Ekspercki Analizator Danych', 'Doskonały Komunikator']"
1555,Natan,Grzywnowicz,mężczyzna,06-08-1985,al. Żwirki i Wigury 56/32 83-969 Kołobrzeg,"['Zaangażowany Twórca', 'Wielki Odkrywca', 'Technologiczny Wizjoner', 'Kreatywny Problem Solver']"
1556,Ignacy,Stróż,mężczyzna,24-02-2002,plac Wiejska 351 52-374 Nowy Targ,[]
1557,Eryk,Trzyna,mężczyzna,10-11-1983,plac Daszyńskiego 986 38-679 Giżycko,['Ekspercki Analizator Danych']
1558,Melania,Wojewódka,kobieta,13-02-1988,al. Jana Sobieskiego 72 10-605 Szczytno,[]
1559,Natan,Korgul,mężczyzna,31-07-1996,plac Chełmońskiego 378 88-057 Sochaczew,"['Innowacyjny Programista', 'Technologiczny Wizjoner']"
1560,Aleks,Podgórna,mężczyzna,12-11-2001,aleja Tulipanowa 06 53-690 Elbląg,"['Wielki Odkrywca', 'Kreatywny Problem Solver', 'Mistrz Kodowania']"
1561,Anna Maria,Pudełek,kobieta,03-10-1997,ulica Floriana 946 09-934 Łowicz,"['Innowacyjny Programista', 'Mistrz Kodowania']"
1562,Maksymilian,Jakóbiak,mężczyzna,26-01-2004,ulica Wilcza 81/90 61-045 Ruda Śląska,[]
1563,Blanka,Engel,kobieta,20-08-1995,aleja Krakowska 58 93-485 Cieszyn,"['Mistrz Kodowania', 'Guru Matematyki', 'Doskonały Komunikator', 'Innowacyjny Programista']"
1564,Konstanty,Hirsch,mężczyzna,28-03-1987,aleja Szewska 20/84 32-980 Wągrowiec,"['Doskonały Komunikator', 'Kreatywny Problem Solver']"
1565,Anastazja,Furgał,kobieta,20-08-1987,ulica Wieniawskiego 044 15-810 Szczytno,['Kreatywny Problem Solver']
1566,Olga,Kobos,kobieta,10-10-1995,ulica Grzybowa 03/68 40-791 Brzeg,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Ekspercki Analizator Danych']"
1567,Przemysław,Kamyk,mężczyzna,12-10-1988,aleja Targowa 09/31 44-383 Brzeg,"['Doskonały Komunikator', 'Ambitny Naukowiec']"
1568,Malwina,Lizurej,kobieta,08-10-1989,plac Stawowa 306 31-812 Wałcz,['Ekspercki Analizator Danych']
1569,Cezary,Fidura,mężczyzna,09-08-2001,pl. Radosna 025 33-502 Pruszków,[]
1570,Kalina,Stein,kobieta,22-06-2001,aleja Okulickiego 76 81-421 Olkusz,"['Kreatywny Problem Solver', 'Wielki Odkrywca']"
1571,Ewa,Majdan,kobieta,09-02-2001,aleja Parkowa 00/20 61-766 Polkowice,[]
1572,Ryszard,Parafiniuk,mężczyzna,03-11-1998,al. Targowa 78/11 86-314 Włocławek,"['Guru Matematyki', 'Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Guru Matematyki']"
1573,Malwina,Twardy,kobieta,13-07-1995,ulica Wiślana 57/26 52-657 Sochaczew,"['Guru Matematyki', 'Wielki Odkrywca']"
1574,Błażej,Ciastek,mężczyzna,05-11-1989,ulica Dojazdowa 11 20-205 Śrem,"['Ekspercki Analizator Danych', 'Wielki Odkrywca', 'Ambitny Naukowiec']"
1575,Apolonia,Wawrzyczek,kobieta,07-07-2002,pl. Ściegiennego 57 62-279 Cieszyn,['Guru Matematyki']
1576,Tomasz,Wasiuk,mężczyzna,08-07-1987,plac Andersa 655 34-156 Rybnik,['Wielki Odkrywca']
1577,Urszula,Surmiak,kobieta,06-12-1987,al. Promienna 44/99 39-850 Kraków,"['Doskonały Komunikator', 'Doskonały Komunikator', 'Wielki Odkrywca', 'Zaangażowany Twórca']"
1578,Patryk,Nowek,mężczyzna,14-06-1984,al. Długosza 970 65-194 Kutno,"['Innowacyjny Programista', 'Wielki Odkrywca', 'Innowacyjny Programista', 'Kreatywny Problem Solver']"
1579,Ksawery,Prokopczuk,mężczyzna,30-07-1994,plac Górnicza 821 14-628 Mińsk Mazowiecki,"['Doskonały Komunikator', 'Doskonały Komunikator', 'Ekspercki Analizator Danych']"
1580,Maurycy,Szkopek,mężczyzna,22-11-1995,ulica Prusa 72 14-326 Chełm,"['Zaangażowany Twórca', 'Ekspercki Analizator Danych', 'Kreatywny Problem Solver']"
1581,Karol,Konieczek,mężczyzna,26-12-1989,al. Poznańska 77/08 41-979 Otwock,"['Zaangażowany Twórca', 'Kreatywny Problem Solver', 'Innowacyjny Programista', 'Ambitny Naukowiec']"
1582,Anna Maria,Stefanik,kobieta,18-08-1989,al. Letniskowa 06/36 81-526 Poznań,[]
1583,Adrian,Glazik,mężczyzna,23-08-2004,ulica Gdańska 628 32-286 Żory,"['Ambitny Naukowiec', 'Zaangażowany Twórca']"
1584,Damian,Kurp,mężczyzna,29-02-1996,ul. Kazimierza Wielkiego 415 53-940 Jelenia Góra,"['Technologiczny Wizjoner', 'Mistrz Kodowania']"
1585,Sylwia,Ładniak,kobieta,23-01-1999,ulica Nowa 99/57 24-382 Bełchatów,['Guru Matematyki']
1586,Sandra,Bronka,kobieta,10-04-1984,plac Mała 68/40 37-314 Nowy Targ,[]
1587,Karina,Czajor,kobieta,04-04-2004,pl. Kusocińskiego 60 64-436 Siedlce,[]
1588,Piotr,Kierepka,mężczyzna,15-04-1992,plac Agrestowa 36 95-072 Pruszków,"['Ambitny Naukowiec', 'Wielki Odkrywca']"
1589,Mieszko,Miękina,mężczyzna,15-09-2004,pl. Warszawska 87/30 68-331 Ząbki,[]
1590,Tymoteusz,Guzdek,mężczyzna,27-04-1989,pl. Wesoła 37 37-466 Biłgoraj,"['Wielki Odkrywca', 'Wielki Odkrywca']"
1591,Hubert,Erdmann,mężczyzna,21-07-1997,ul. Spokojna 89/51 41-369 Żary,"['Wielki Odkrywca', 'Doskonały Komunikator', 'Zaangażowany Twórca', 'Guru Matematyki']"
1592,Miłosz,Hermanowicz,mężczyzna,28-09-2004,pl. Asnyka 264 69-069 Zakopane,"['Kreatywny Problem Solver', 'Zaangażowany Twórca', 'Ekspercki Analizator Danych']"
1593,Agnieszka,Łągiewka,kobieta,29-11-2000,aleja Poziomkowa 31/89 61-309 Skawina,"['Technologiczny Wizjoner', 'Wielki Odkrywca', 'Zaangażowany Twórca']"
1594,Maksymilian,Szumiec,mężczyzna,22-01-1991,plac Turystyczna 56/17 99-711 Ostrołęka,"['Technologiczny Wizjoner', 'Innowacyjny Programista']"
1595,Przemysław,Hejduk,mężczyzna,27-03-2001,plac Gałczynskiego 710 30-854 Grudziądz,"['Wielki Odkrywca', 'Mistrz Kodowania']"
1596,Tymon,Nocek,mężczyzna,02-02-1997,pl. Krasińskiego 112 65-058 Pszczyna,"['Innowacyjny Programista', 'Technologiczny Wizjoner']"
1597,Marika,Kiwior,kobieta,23-06-1995,ulica Krasickiego 06 49-670 Kalisz,['Mistrz Kodowania']
1598,Aleks,Łyp,mężczyzna,28-10-2000,aleja Paderewskiego 66 49-645 Siedlce,"['Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Ambitny Naukowiec']"
1599,Tola,Ruman,kobieta,09-05-1996,ul. Staffa 254 35-589 Racibórz,"['Ambitny Naukowiec', 'Doskonały Komunikator', 'Zaangażowany Twórca']"
1600,Cezary,Sinkiewicz,mężczyzna,23-09-2005,ul. Bociania 61 49-432 Bytom,['Ambitny Naukowiec']
1601,Miłosz,Strycharz,mężczyzna,23-10-1995,ul. Niecała 89 96-270 Sandomierz,['Ambitny Naukowiec']
1602,Natan,Bartłomiejczyk,mężczyzna,01-10-1985,plac Sarnia 62 40-701 Przemyśl,"['Ambitny Naukowiec', 'Kreatywny Problem Solver', 'Wielki Odkrywca', 'Innowacyjny Programista']"
1603,Patryk,Gebauer,mężczyzna,24-03-1987,al. Promienna 18/21 26-891 Kraków,[]
1604,Malwina,Nocek,kobieta,10-01-2000,plac Mickiewicza 78 87-953 Brodnica,[]
1605,Błażej,Gajzler,mężczyzna,10-12-2002,ul. Żeglarska 78 30-427 Oława,"['Innowacyjny Programista', 'Mistrz Kodowania', 'Wielki Odkrywca']"
1606,Nataniel,Burchard,mężczyzna,10-04-2001,pl. Dojazdowa 05/30 12-815 Tomaszów Mazowiecki,['Ekspercki Analizator Danych']
1607,Janina,Roj,kobieta,10-09-1989,ulica Jesienna 85/14 06-208 Polkowice,['Ambitny Naukowiec']
1608,Błażej,Piguła,mężczyzna,10-07-1988,plac Staffa 68 86-985 Krosno,[]
1609,Ernest,Andrejczuk,mężczyzna,15-01-1998,ulica Skrajna 33/73 93-670 Pruszków,"['Mistrz Kodowania', 'Ekspercki Analizator Danych', 'Doskonały Komunikator', 'Wielki Odkrywca']"
1610,Dagmara,Gryszkiewicz,kobieta,24-06-1992,plac Rubinowa 93 02-723 Kłodzko,"['Technologiczny Wizjoner', 'Ekspercki Analizator Danych']"
1611,Artur,Fiedler,mężczyzna,21-06-1992,pl. Przemysłowa 79 88-262 Płońsk,"['Guru Matematyki', 'Kreatywny Problem Solver']"
1612,Adam,Kudela,mężczyzna,07-04-1988,al. Sokola 15 66-098 Puławy,"['Zaangażowany Twórca', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver', 'Doskonały Komunikator']"
1613,Iwo,Padło,mężczyzna,12-10-1983,ul. Strzelecka 19 75-380 Nysa,['Kreatywny Problem Solver']
1614,Oskar,Piskor,mężczyzna,20-10-1983,aleja Młynarska 56/12 11-939 Rzeszów,['Ambitny Naukowiec']
1615,Paweł,Dulik,mężczyzna,03-05-2004,ulica Poniatowskiego 66/91 43-479 Jastrzębie-Zdrój,"['Innowacyjny Programista', 'Technologiczny Wizjoner']"
1616,Sylwia,Jakubiuk,kobieta,01-02-1988,plac Szewska 41 59-432 Zabrze,"['Zaangażowany Twórca', 'Ekspercki Analizator Danych', 'Guru Matematyki', 'Doskonały Komunikator']"
1617,Mateusz,Jasionek,mężczyzna,25-10-1988,al. Zwycięstwa 658 49-589 Gdańsk,[]
1618,Tymon,Osipiuk,mężczyzna,14-03-1988,ul. Hallera 06 96-974 Świecie,"['Mistrz Kodowania', 'Guru Matematyki', 'Technologiczny Wizjoner', 'Zaangażowany Twórca']"
1619,Adrianna,Skrzecz,kobieta,10-09-1984,ulica Lazurowa 17/18 05-583 Szczytno,['Ambitny Naukowiec']
1620,Marianna,Kamieniarz,kobieta,06-10-1994,plac Zdrojowa 27/90 09-751 Kutno,"['Innowacyjny Programista', 'Innowacyjny Programista', 'Kreatywny Problem Solver', 'Kreatywny Problem Solver']"
1621,Mieszko,Różak,mężczyzna,16-12-1984,plac Cmentarna 061 91-318 Goleniów,"['Ekspercki Analizator Danych', 'Ambitny Naukowiec', 'Kreatywny Problem Solver']"
1622,Damian,Tylman,mężczyzna,26-10-1997,al. Dębowa 85/70 35-713 Gdynia,[]
1623,Fabian,Jacak,mężczyzna,15-03-1998,ulica Cisowa 44 05-783 Środa Wielkopolska,"['Ekspercki Analizator Danych', 'Doskonały Komunikator', 'Innowacyjny Programista']"
1624,Franciszek,Tomal,mężczyzna,14-04-1991,al. Przemysłowa 003 37-056 Pruszcz Gdański,[]
1625,Ada,Miszta,kobieta,12-05-1985,ul. Strzelecka 91/10 05-354 Gliwice,"['Kreatywny Problem Solver', 'Wielki Odkrywca', 'Guru Matematyki', 'Innowacyjny Programista']"
1626,Aniela,Mijas,kobieta,24-12-2001,pl. Orzeszkowej 22/08 43-135 Starogard Gdański,"['Ambitny Naukowiec', 'Wielki Odkrywca']"
1627,Agnieszka,Matejczuk,kobieta,24-01-1993,aleja Turkusowa 65 79-933 Zduńska Wola,[]
1628,Anita,Hartman,kobieta,06-05-1997,ulica Podgórna 77 72-725 Knurów,"['Ambitny Naukowiec', 'Innowacyjny Programista']"
1629,Janina,Karalus,kobieta,06-08-1994,ul. Wysoka 73 71-640 Turek,"['Guru Matematyki', 'Technologiczny Wizjoner']"
1630,Nataniel,Starościak,mężczyzna,15-03-1985,ulica Cegielniana 17/45 01-118 Ostrów Mazowiecka,['Doskonały Komunikator']
1631,Fabian,Tatarczyk,mężczyzna,18-11-1995,pl. Spółdzielcza 51 54-649 Gorlice,[]
1632,Emil,Heleniak,mężczyzna,13-08-1988,plac Graniczna 285 27-272 Żyrardów,['Doskonały Komunikator']
1633,Urszula,Ziemkiewicz,kobieta,24-07-1987,plac Spacerowa 738 63-290 Marki,[]
1634,Ksawery,Rosłon,mężczyzna,25-05-1995,ul. Krakowska 48/11 32-511 Lublin,"['Innowacyjny Programista', 'Zaangażowany Twórca', 'Kreatywny Problem Solver']"
1635,Malwina,Steciuk,kobieta,29-05-1990,ul. Magnoliowa 01 47-032 Rybnik,[]
1636,Julita,Dudziec,kobieta,19-05-1983,al. Witosa 38/12 41-684 Tarnowskie Góry,"['Innowacyjny Programista', 'Zaangażowany Twórca', 'Ambitny Naukowiec', 'Zaangażowany Twórca']"
1637,Marianna,Breś,kobieta,12-08-1985,ulica Okrzei 48/06 13-477 Warszawa,['Ambitny Naukowiec']
1638,Krystyna,Młotek,kobieta,08-10-2000,pl. Szkolna 643 49-451 Otwock,"['Guru Matematyki', 'Technologiczny Wizjoner', 'Ambitny Naukowiec', 'Guru Matematyki']"
1639,Piotr,Kobos,mężczyzna,03-04-2003,pl. Fredry 21 54-541 Czeladź,['Ambitny Naukowiec']
1640,Ignacy,Dziczek,mężczyzna,26-08-1984,ulica Ściegiennego 74/92 32-323 Nowy Targ,"['Mistrz Kodowania', 'Mistrz Kodowania']"
1641,Antoni,Tarasek,mężczyzna,24-11-2002,aleja Zapolskiej 735 51-506 Chełm,"['Innowacyjny Programista', 'Wielki Odkrywca']"
1642,Filip,Płaneta,mężczyzna,13-08-2003,pl. Brzozowa 630 07-576 Nowy Dwór Mazowiecki,"['Innowacyjny Programista', 'Zaangażowany Twórca', 'Mistrz Kodowania']"
1643,Monika,Karpeta,kobieta,08-04-1993,ulica Władysława Jagiełły 77 02-960 Świdnik,['Innowacyjny Programista']
1644,Józef,Hus,mężczyzna,12-06-2005,al. Srebrna 88 36-764 Wrocław,"['Innowacyjny Programista', 'Mistrz Kodowania', 'Ekspercki Analizator Danych']"
1645,Jerzy,Gwara,mężczyzna,16-03-1983,aleja Wróblewskiego 94 39-066 Kłodzko,[]
1646,Jeremi,Browarczyk,mężczyzna,23-12-1997,plac Wrzosowa 815 50-998 Myszków,"['Guru Matematyki', 'Ekspercki Analizator Danych']"
1647,Aurelia,Bzymek,kobieta,30-07-1990,aleja Traugutta 74/50 39-681 Gliwice,['Innowacyjny Programista']
1648,Konrad,Derek,mężczyzna,31-01-1989,ulica Szeroka 63 14-159 Iława,[]
1649,Szymon,Wykręt,mężczyzna,12-03-1991,ul. Górna 72/34 02-674 Radomsko,"['Doskonały Komunikator', 'Wielki Odkrywca', 'Mistrz Kodowania', 'Innowacyjny Programista']"
1650,Przemysław,Zmarzły,mężczyzna,19-01-1996,aleja Fabryczna 476 48-004 Żyrardów,"['Technologiczny Wizjoner', 'Mistrz Kodowania', 'Wielki Odkrywca']"
1651,Ewa,Madajczyk,kobieta,24-03-1994,ulica Okrzei 58 37-520 Siemianowice Śląskie,"['Doskonały Komunikator', 'Ambitny Naukowiec', 'Guru Matematyki']"
1652,Julianna,Majak,kobieta,18-01-1984,plac Fredry 86/39 29-071 Ostrów Mazowiecka,[]
1653,Radosław,Plebanek,mężczyzna,02-10-1989,aleja Myśliwska 60/86 23-461 Żary,[]
1654,Lidia,Balcewicz,kobieta,24-01-1999,al. Chopina 78/57 24-545 Żory,"['Kreatywny Problem Solver', 'Ekspercki Analizator Danych', 'Ekspercki Analizator Danych', 'Wielki Odkrywca']"
1655,Dominik,Kobza,mężczyzna,14-01-1986,plac Kościuszki 88 11-541 Lubartów,['Innowacyjny Programista']
1656,Justyna,Kręgiel,kobieta,20-04-2002,pl. Kowalska 95/09 63-583 Pszczyna,"['Doskonały Komunikator', 'Mistrz Kodowania', 'Wielki Odkrywca', 'Guru Matematyki']"
