ID,Imie,Nazwisko,P³eæ,Data urodzenia,Adres
1739,Oliwier,Job,mê¿czyzna,1983-05-16,ulica £abêdzia 94 99-902 Mielec
1740,Mateusz,Naglik,mê¿czyzna,1992-08-30,aleja Grabowa 168 67-325 O³awa
1741,Ewelina,Jarema,kobieta,1988-06-19,aleja ¯abia 94 06-685 Oœwiêcim
1742,Miko³aj,£uszczak,mê¿czyzna,1998-07-10,ul. Konstytucji 3 Maja 61 72-106 Brzeg
1743,Antoni,Ma³as,mê¿czyzna,1993-12-20,al. S³owackiego 08 40-207 £aziska Górne
1744,Robert,Tofil,mê¿czyzna,1984-01-12,ulica Bukowa 625 40-104 Boles³awiec
1745,Dominik,Ok³a,mê¿czyzna,1983-06-02,ul. Morelowa 19/60 84-075 Zduñska Wola
1746,Marika,Sypieñ,kobieta,1984-12-16,ul. Sarnia 21 78-190 Piotrków Trybunalski
1747,Apolonia,Kunka,kobieta,1990-04-25,pl. Wschodnia 178 25-297 £owicz
1748,Miko³aj,Beœka,mê¿czyzna,1983-08-18,plac Jastrzêbia 50/62 42-511 Zgorzelec
1749,Sylwia,Zaranek,kobieta,2005-02-23,aleja Toruñska 582 90-769 Nowa Ruda
1750,Justyna,Rubin,kobieta,1996-11-08,ul. Krasiñskiego 122 43-522 Tarnów
1751,Apolonia,Pawliczek,kobieta,1984-10-30,aleja £abêdzia 749 83-773 Bytom
1752,Rozalia,Gosz,kobieta,2000-05-25,al. Pi³sudskiego 166 63-061 Piekary Œl¹skie
1753,Liwia,Pazo³a,kobieta,2003-03-17,ulica Je¿ynowa 106 61-117 Wejherowo
1754,Emil,Piotrak,mê¿czyzna,1984-03-02,ulica Klonowa 60/84 16-398 Nowy Dwór Mazowiecki
1755,Kajetan,Franiak,mê¿czyzna,1997-08-15,al. Bema 27 42-157 Lubartów
1756,Leon,£osiewicz,mê¿czyzna,1985-03-31,ulica Makowa 39/52 42-791 Police
1757,Liwia,Garbacik,kobieta,1997-06-19,pl. Liliowa 61/65 36-612 Lêbork
1758,Tymon,Milej,mê¿czyzna,1999-01-21,aleja Jadwigi 05/93 81-276 Rybnik
1759,Nataniel,Sasak,mê¿czyzna,2000-05-30,plac Dolna 928 27-033 £om¿a
1760,Marcelina,Matula,kobieta,1986-10-11,ulica Koralowa 56 25-645 Sandomierz
1761,Juliusz,Capiga,mê¿czyzna,2004-06-11,al. Hallera 996 56-005 Siemianowice Œl¹skie
1762,Krzysztof,Sza³aj,mê¿czyzna,2000-12-23,pl. Jastrzêbia 25/13 89-259 Bia³ystok
1763,Robert,Zemanek,mê¿czyzna,1994-09-03,al. Sokola 36 49-897 I³awa
1764,Sandra,Szramka,kobieta,1995-01-22,plac Kazimierza Wielkiego 32/75 86-641 Bêdzin
1765,Daniel,Fyda,mê¿czyzna,2001-04-17,ulica Gajowa 773 11-451 Zawiercie
1766,Marek,Sanetra,mê¿czyzna,1998-02-09,ulica Rataja 29/34 24-459 P³ock
1767,Olaf,Janka,mê¿czyzna,1995-11-02,ul. Leszczynowa 10 33-004 Zgorzelec
1768,Olga,Ryznar,kobieta,1999-01-19,aleja M³yñska 82/82 25-132 Swarzêdz
1769,Mi³osz,Pietrasiak,mê¿czyzna,1987-06-19,ulica Klonowa 089 70-801 Kalisz
1770,Jacek,Mycek,mê¿czyzna,1987-11-01,ulica Brzechwy 30 77-246 Tarnobrzeg
1771,Kornel,Kuciak,mê¿czyzna,1995-12-14,plac Poznañska 562 54-970 Jelenia Góra
1772,Leonard,Macias,mê¿czyzna,1998-03-13,ul. Olchowa 23 13-351 Malbork
1773,Szymon,Garbaciak,mê¿czyzna,2002-02-05,pl. Srebrna 595 27-417 Tczew
1774,Jacek,Mielcarz,mê¿czyzna,1987-01-29,plac Per³owa 84/96 38-141 D¹browa Górnicza
1775,Tola,Nalazek,kobieta,1989-07-09,ulica Pi³sudskiego 83 81-872 Zgierz
1776,Julita,Fitrzyk,kobieta,1990-05-25,aleja Œciegiennego 047 24-523 Miko³ów
1777,Natasza,Straszak,kobieta,2003-10-11,al. ¯eromskiego 52/12 97-598 Sandomierz
1778,Natasza,Banachowicz,kobieta,1989-04-16,pl. B³êkitna 70 75-962 P³ock
1779,Cezary,Steinke,mê¿czyzna,1994-09-30,plac Szczêœliwa 44/87 29-859 Zabrze
1780,Józef,Wzi¹tek,mê¿czyzna,1983-03-20,plac Rynek 75/62 69-392 Radom
1781,Konrad,Baszak,mê¿czyzna,1992-09-27,ulica Willowa 74/48 20-890 Nowy Dwór Mazowiecki
1782,Justyna,Bukowiec,kobieta,1986-10-28,aleja Lawendowa 47 80-778 Skawina
1783,Maks,Simon,mê¿czyzna,1986-12-15,ulica Wiklinowa 41/35 90-416 Reda
1784,Emil,Bicz,mê¿czyzna,1986-08-31,ulica Korczaka 07/13 57-545 Bêdzin
1785,Nela,Dynia,kobieta,1999-02-09,al. Jana Paw³a II 171 48-940 Ciechanów
1786,Dawid,Ziemann,mê¿czyzna,1992-05-13,aleja Irysowa 13/56 53-946 Ko³obrzeg
1787,Lidia,Omiotek,kobieta,1985-11-14,plac Krasiñskiego 79 39-237 Warszawa
1788,Ernest,Wich³acz,mê¿czyzna,1989-12-18,aleja Krasickiego 566 74-109 Radom
1789,£ukasz,Cis,mê¿czyzna,2001-06-29,aleja Piaskowa 917 32-938 Leszno
1790,Kaja,Go³as,kobieta,1985-02-14,aleja Pa³acowa 06 22-997 Starachowice
1791,Olaf,Flieger,mê¿czyzna,1999-10-27,pl. S³onecznikowa 160 95-638 Tarnobrzeg
1792,Alex,Matura,mê¿czyzna,1997-04-06,pl. Czereœniowa 723 72-828 Wodzis³aw Œl¹ski
1793,Kaja,Ho³ubowicz,kobieta,2000-11-26,plac Glówna 961 17-624 Wyszków
1794,Julianna,Megger,kobieta,1995-07-01,aleja Dêbowa 72 12-080 Jawor
1795,Marek,Miara,mê¿czyzna,1988-05-26,pl. Jesionowa 710 58-641 Wieluñ
1796,Szymon,Kupaj,mê¿czyzna,2002-02-23,aleja Olchowa 09 65-158 Olkusz
1797,Kornel,Niksa,mê¿czyzna,1995-11-19,ulica Wiatraczna 896 99-216 Inowroc³aw
1798,Kamil,Szkup,mê¿czyzna,1992-06-18,aleja £anowa 78/84 48-865 Œrem
1799,Krystian,Simon,mê¿czyzna,2004-12-08,plac Drzyma³y 07/95 78-415 ¯yrardów
1800,Artur,Fitrzyk,mê¿czyzna,2004-02-08,al. ¯eglarska 454 58-034 Tychy
1801,Justyna,Koziatek,kobieta,1988-02-05,pl. Jesienna 275 99-344 Bytom
1802,Aleks,Bartela,mê¿czyzna,1989-12-05,pl. Orla 40 96-392 Sanok
1803,Alex,Steciuk,mê¿czyzna,1984-11-27,pl. Matejki 11 99-569 Pu³awy
1804,Malwina,Plaskota,kobieta,1987-08-10,al. Wrzosowa 72 07-770 Kwidzyn
1805,Dorota,Bregu³a,kobieta,1999-03-27,ul. ródlana 87/10 88-850 Bêdzin
1806,Wiktor,Kuszyk,mê¿czyzna,1991-12-16,plac Wiœniowa 80/69 11-631 £aziska Górne
1807,Maurycy,Orszulik,mê¿czyzna,1992-05-24,aleja Turkusowa 53/33 56-473 Wodzis³aw Œl¹ski
1808,Albert,Czury³o,mê¿czyzna,1994-02-10,ulica Sokola 57 66-840 Kluczbork
1809,Marcin,Cyganik,mê¿czyzna,1993-01-29,al. Jadwigi 95 87-790 £ódŸ
1810,Mateusz,Solarek,mê¿czyzna,1992-04-15,ul. Poznañska 06 68-809 Olkusz
1811,Arkadiusz,Ksiê¿yk,mê¿czyzna,2002-01-30,plac Reja 07/14 66-060 Pruszków
1812,B³a¿ej,Ryznar,mê¿czyzna,1993-09-15,ulica Graniczna 66/93 25-543 P³oñsk
1813,Robert,Bojarczuk,mê¿czyzna,1997-06-07,ulica Górska 037 28-388 M³awa
1814,Olga,Wiszowaty,kobieta,1982-12-16,aleja Stawowa 58 53-054 Wodzis³aw Œl¹ski
1815,Bartek,Sierpieñ,mê¿czyzna,1994-06-25,plac Solidarnosci 40 86-566 Marki
1816,Agnieszka,Szylar,kobieta,1988-08-29,aleja Skrajna 827 02-314 Skar¿ysko-Kamienna
1817,Jerzy,Anio³a,mê¿czyzna,2005-02-27,aleja M³ynarska 88 51-228 Starachowice
1818,Kornel,Muæko,mê¿czyzna,2002-09-23,ulica Brzoskwiniowa 77/27 27-686 ¯yrardów
1819,Mariusz,Byra,mê¿czyzna,1987-04-27,aleja Dworska 25/35 74-233 Chorzów
1820,Alan,S³oñ,mê¿czyzna,2005-01-05,al. Grabowa 97 45-018 Zielona Góra
1821,Olgierd,Linkiewicz,mê¿czyzna,1983-05-04,aleja Kraszewskiego 822 24-843 Lubin
1822,Kamil,Szczepan,mê¿czyzna,1993-06-06,ulica Staszica 63/87 73-903 Sanok
1823,Ewelina,Pakos,kobieta,1983-04-10,ulica Jadwigi 722 91-086 Oœwiêcim
1824,Oskar,Petrus,mê¿czyzna,1983-12-14,aleja Pla¿owa 41/75 35-515 Szczecin
1825,Józef,Ernst,mê¿czyzna,1986-04-27,aleja Rajska 49 49-661 ¯yrardów
1826,Bianka,Roda,kobieta,1989-07-31,aleja Lazurowa 49 97-466 Luboñ
1827,Krystyna,Cyroñ,kobieta,2002-04-28,aleja Mieszka I 888 34-727 Lubartów
1828,£ukasz,Piechura,mê¿czyzna,2002-03-25,plac Bursztynowa 97/82 43-613 Tychy
1829,Mieszko,Gronostaj,mê¿czyzna,1991-10-16,aleja Z³ota 18 83-845 Katowice
1830,Eliza,Jakubiuk,kobieta,1990-02-04,ul. M³yñska 577 25-087 CzeladŸ
1831,Sara,Malesza,kobieta,1996-10-22,plac Wschodnia 746 17-899 Rybnik
1832,Inga,Drobot,kobieta,1992-05-30,al. Grottgera 34/69 97-538 Jastrzêbie-Zdrój
1833,Tobiasz,Podgórny,mê¿czyzna,2002-04-16,plac Piekarska 49 09-591 Œwiecie
1834,Anastazja,Danilczuk,kobieta,1987-02-12,plac Pszenna 025 35-700 Inowroc³aw
1835,Jakub,Kusyk,mê¿czyzna,1992-11-24,pl. Lawendowa 05/33 36-025 Jas³o
1836,Dominik,Kubieniec,mê¿czyzna,1991-05-29,plac Handlowa 554 57-450 Lublin
1837,Emil,Ta³aj,mê¿czyzna,2004-07-19,al. D³ugosza 374 54-136 Szczecinek
1838,Gabriel,Ga³ach,mê¿czyzna,1982-12-15,al. Majowa 753 13-519 S³upsk
1839,Jakub,Wojtak,mê¿czyzna,1988-07-13,ul. Œrodkowa 91/99 41-868 Knurów
1840,Fabian,Dorobek,mê¿czyzna,1985-07-04,ulica Wa³owa 08 40-044 Nowy S¹cz
1841,Aleks,Markiel,mê¿czyzna,1991-08-21,plac Zak¹tek 27/54 93-302 Tczew
1842,Cyprian,Kochanowicz,mê¿czyzna,1984-10-07,ul. Zakole 25/81 59-960 Ciechanów
1843,Marika,Kik,kobieta,1984-08-21,aleja Rzemieœlnicza 55/11 67-120 ¯agañ
1844,Marika,Szybiak,kobieta,2001-09-27,al. Fredry 70 46-310 £aziska Górne
1845,Mi³osz,Wojtunik,mê¿czyzna,1996-06-12,ul. Osiedlowa 35 85-097 Tarnowskie Góry
1846,Oskar,Tondera,mê¿czyzna,1997-04-05,ulica Sk³odowskiej-Curie 708 42-823 Wieluñ
1847,Ignacy,Kielan,mê¿czyzna,2001-01-24,al. Wspólna 981 09-827 Chorzów
1848,Pawe³,Elias,mê¿czyzna,1993-01-18,ul. Œciegiennego 113 93-988 Legionowo
1849,Karol,Galos,mê¿czyzna,2000-12-14,ul. Floriana 74/18 63-643 Bia³ystok
1850,Marek,Borzym,mê¿czyzna,2005-03-02,al. Wschodnia 209 67-103 Skierniewice
1851,Karol,Jas,mê¿czyzna,1997-06-01,ulica Grzybowa 89 41-458 Polkowice
1852,Igor,Janasik,mê¿czyzna,1995-07-28,plac Polna 66/19 93-629 Zambrów
1853,Marcelina,Wisz,kobieta,1998-08-24,ul. Koœciuszki 92 33-473 Otwock
1854,Patryk,Huber,mê¿czyzna,1993-04-27,plac Grottgera 13/53 51-669 Œwiebodzice
1855,Apolonia,Penkala,kobieta,2003-06-10,al. Armii Krajowej 84 97-324 Siemianowice Œl¹skie
1856,Artur,Bar³óg,mê¿czyzna,1984-04-16,al. W³adys³awa Jagie³³y 51 84-566 Œwiecie
1857,Jeremi,Woszczak,mê¿czyzna,2000-10-18,pl. Osiedlowa 753 68-644 Pruszków
1858,Przemys³aw,Langiewicz,mê¿czyzna,1993-12-05,al. Bukowa 75 66-437 Brodnica
1859,Angelika,G³owiak,kobieta,1988-06-03,ulica Zau³ek 14/76 27-736 Malbork
1860,Borys,Szulim,mê¿czyzna,2000-05-18,al. Pogodna 470 44-227 Skierniewice
1861,Marcel,Adamaszek,mê¿czyzna,1993-04-18,ulica Jana Sobieskiego 044 90-322 Konin
1862,Natasza,Sieradzan,kobieta,1999-08-13,ul. B³êkitna 04 77-331 Œroda Wielkopolska
1863,El¿bieta,Downar,kobieta,1984-06-15,aleja S³onecznikowa 65 39-969 Zgierz
1864,Ewa,Elwart,kobieta,1996-09-17,plac Koœcielna 54 86-204 Siemianowice Œl¹skie
1865,Józef,Fedyk,mê¿czyzna,2000-11-19,pl. Wieniawskiego 57 49-509 £aziska Górne
1866,Malwina,Goliasz,kobieta,1990-06-08,pl. Ciasna 80 33-578 Szczytno
1867,Marcin,Dawidek,mê¿czyzna,2001-03-29,plac Sybiraków 68/65 58-010 I³awa
1868,Liwia,Batóg,kobieta,2002-04-24,al. Makowa 051 02-438 Wyszków
1869,Ksawery,Fedorczyk,mê¿czyzna,1983-11-17,al. Jab³oniowa 64/96 14-417 Stalowa Wola
1870,Hubert,Je¿yna,mê¿czyzna,1996-03-07,ul. £abêdzia 886 47-699 Bi³goraj
1871,Marika,Fabiañczyk,kobieta,2002-01-07,ul. Weso³a 12/29 38-798 Kraœnik
1872,Tomasz,Stebel,mê¿czyzna,1986-04-27,ulica Konwaliowa 97/91 33-769 Czerwionka-Leszczyny
1873,Ksawery,Potêga,mê¿czyzna,1983-11-11,pl. Pszenna 98 02-592 I³awa
1874,Józef,Piotrkowicz,mê¿czyzna,2003-08-12,ul. Pogodna 45/07 37-543 Koœcian
1875,Dariusz,Jarmu³a,mê¿czyzna,2002-02-18,ulica Orzeszkowej 07 16-043 Nowa Sól
1876,Fabian,Cisoñ,mê¿czyzna,1988-04-01,ulica Robotnicza 851 54-425 Wroc³aw
1877,Justyna,Dzie¿a,kobieta,1996-02-12,ul. Ko³³¹taja 48/37 83-766 Nowy Targ
1878,Kamila,Wierzchoñ,kobieta,2005-03-25,ul. Spokojna 86/10 22-554 Tychy
1879,Marcel,Ulfik,mê¿czyzna,1994-11-04,ul. Wojciecha 39/51 16-447 Wyszków
1880,Natan,Szajda,mê¿czyzna,1985-10-15,pl. Zak¹tek 778 63-777 Police
1881,Mariusz,Klêk,mê¿czyzna,1985-01-23,ulica Listopada 546 19-275 Œwinoujœcie
1882,Gaja,Kanarek,kobieta,2001-05-09,ul. Stroma 34/67 19-534 Zgierz
1883,Arkadiusz,Bartoœ,mê¿czyzna,1996-08-15,ul. Rzeczna 029 08-237 Œwidnica
1884,Cezary,Bregu³a,mê¿czyzna,1991-03-29,al. Jana Sobieskiego 65/26 12-579 Ostrowiec Œwiêtokrzyski
1885,Igor,£ój,mê¿czyzna,1986-07-29,al. Wolnoœci 891 84-950 Zielona Góra
1886,Nataniel,Kuster,mê¿czyzna,1985-01-03,al. Ma³a 477 93-957 Z¹bki
1887,Norbert,Thiel,mê¿czyzna,1985-06-21,aleja Hutnicza 46/35 55-704 Wa³brzych
1888,Daniel,Hermanowicz,mê¿czyzna,1995-08-14,aleja Rolnicza 91/75 02-036 Oœwiêcim
1889,Szymon,Kiliszek,mê¿czyzna,2001-05-04,ul. Zau³ek 895 64-531 Warszawa
1890,Borys,Tonder,mê¿czyzna,1991-05-07,aleja Ba³tycka 35/73 41-736 Czêstochowa
1891,Julian,Dêbosz,mê¿czyzna,1998-10-30,al. Kalinowa 019 87-263 Kalisz
1892,Ryszard,Torbus,mê¿czyzna,2003-09-08,plac Traugutta 962 87-059 Ciechanów
1893,Liwia,Szlaga,kobieta,1984-01-07,ul. D¹browskiej 911 10-059 Wroc³aw
1894,Rozalia,Maruszczak,kobieta,1995-04-02,plac Skargi 24 23-342 Kraœnik
1895,Aniela,Witos,kobieta,1995-09-18,aleja Skoœna 08/89 21-194 Piastów
1896,Blanka,Giezek,kobieta,1985-09-21,aleja Jana III Sobieskiego 16 09-693 Wejherowo
1897,Marcel,Rêbiœ,mê¿czyzna,1994-02-08,aleja Lipca 131 40-263 Wroc³aw
1898,Robert,Koj,mê¿czyzna,1987-07-09,ulica Rumiankowa 84 24-820 Wroc³aw
1899,Kaja,Szczot,kobieta,1995-12-21,pl. W³adys³awa Jagie³³y 489 66-442 Oleœnica
1900,Tymoteusz,Trzop,mê¿czyzna,2000-07-31,plac Szewska 901 52-784 ¯ory
1901,Inga,Pyszka,kobieta,1983-03-22,aleja Pu³askiego 29/33 62-412 Gliwice
1902,Maciej,Giel,mê¿czyzna,2003-08-18,pl. Handlowa 99 56-612 Gniezno
1903,Tymon,Tomal,mê¿czyzna,1993-01-03,aleja Przechodnia 530 11-741 Bia³ystok
1904,Leonard,Cyrek,mê¿czyzna,1993-03-26,al. Rzeczna 14/93 16-233 Leszno
1905,Anastazja,Chodak,kobieta,1991-05-21,ul. Jastrzêbia 74 38-378 Augustów
1906,Liwia,Maszczyk,kobieta,1987-08-05,al. Porzeczkowa 195 72-277 M³awa
1907,Cyprian,Giezek,mê¿czyzna,1988-02-03,al. Sybiraków 22 64-769 Mielec
1908,Julianna,Czerniec,kobieta,1995-08-14,pl. S³owackiego 07/51 79-492 Lubliniec
1909,Justyna,Muniak,kobieta,1998-01-09,ulica Gajowa 42/95 57-276 Skierniewice
1910,Kaja,Jeske,kobieta,1995-04-11,aleja Jana Paw³a II 980 14-982 Police
1911,Anastazja,£askawiec,kobieta,2000-07-28,aleja Skoœna 366 79-328 Elbl¹g
1912,Patryk,Pacocha,mê¿czyzna,1998-03-24,al. Storczykowa 17/43 78-779 £ódŸ
1913,Artur,Eckert,mê¿czyzna,1988-09-27,aleja Rzemieœlnicza 41/95 01-702 Nowa Ruda
1914,Antoni,Wasil,mê¿czyzna,1991-03-14,pl. M³yñska 85/93 27-816 Skierniewice
1915,Dorota,Lorens,kobieta,2003-11-16,plac ¯ytnia 19 34-704 Lubliniec
1916,Sandra,Solnica,kobieta,1996-10-22,pl. Pó³nocna 34 69-517 Chrzanów
1917,Julianna,Helman,kobieta,2000-05-05,pl. Fredry 49 07-798 Sochaczew
1918,Liwia,Kuszyk,kobieta,1995-01-07,al. Konstytucji 3 Maja 429 36-093 Cieszyn
1919,Justyna,Pochopieñ,kobieta,1993-07-04,ulica Wspólna 33 84-743 Pu³awy
1920,Juliusz,Kud³acik,mê¿czyzna,1996-04-30,al. Rajska 87 30-057 Tarnowskie Góry
1921,Wiktor,Deneka,mê¿czyzna,1995-01-09,al. Wiejska 814 98-371 Bochnia
1922,Ewa,Gumienny,kobieta,2000-02-18,al. Lisia 236 46-266 Dêbica
1923,Gustaw,Patora,mê¿czyzna,1992-04-03,pl. Sarnia 31 42-941 Lubartów
1924,Melania,Fedyk,kobieta,1983-03-10,ul. Sawickiej 13/84 37-939 Bi³goraj
1925,Ada,Krzyszczak,kobieta,1987-09-03,pl. Szkolna 953 30-904 Szczecin
1926,Olgierd,Krauz,mê¿czyzna,1993-05-12,pl. Jana 86/98 55-546 Rzeszów
1927,Marcin,Szlachcic,mê¿czyzna,1994-02-01,ul. Sawickiej 48 79-641 Lubin
1928,Maks,Rurka,mê¿czyzna,1990-10-25,al. Wiosenna 18 51-217 Reda
1929,Igor,Bartoœ,mê¿czyzna,2005-08-26,ulica Wiklinowa 35/94 26-127 Ko³obrzeg
1930,Justyna,Niksa,kobieta,1998-10-23,pl. Sowia 403 60-792 Dêbica
1931,Wojciech,Szkopek,mê¿czyzna,2002-10-01,ul. Mi³a 66/75 70-089 Sandomierz
1932,Witold,Bernard,mê¿czyzna,1995-11-02,aleja Kosynierów 06/17 65-681 W¹growiec
1933,Tadeusz,Bidas,mê¿czyzna,1986-09-12,plac Kopernika 634 35-602 Che³m
1934,Julita,Deptuch,kobieta,1996-04-07,ulica Krzywa 79/13 18-793 Goleniów
1935,Daniel,Trepczyk,mê¿czyzna,1998-02-21,aleja Królewska 40 52-624 Tczew
1936,Julita,Sondej,kobieta,1987-03-16,plac Pszenna 05 50-231 Suwa³ki
1937,Gaja,Kiliszek,kobieta,1983-01-15,plac Bukowa 833 86-422 Pruszków
1938,Cezary,St¹pór,mê¿czyzna,1998-10-07,plac Lipca 22 07-333 Ko³obrzeg
1939,Angelika,Rudyk,kobieta,2003-07-12,pl. Morska 09/49 31-013 Ostrowiec Œwiêtokrzyski
1940,Wiktor,Noras,mê¿czyzna,1995-02-06,aleja Koralowa 73/57 43-508 Wodzis³aw Œl¹ski
1941,Marcin,Lewek,mê¿czyzna,2004-10-11,ulica Wojciecha 09 86-043 Siedlce
1942,Nataniel,£abaj,mê¿czyzna,1985-04-30,aleja Staffa 99 70-526 Krosno
1943,Liwia,Surdel,kobieta,1988-06-12,ul. Drzyma³y 149 50-143 Zabrze
1944,Ignacy,Naumiuk,mê¿czyzna,2001-07-22,aleja Stolarska 536 42-710 Krotoszyn
1945,£ukasz,Siemieniec,mê¿czyzna,2002-04-06,al. Makuszyñskiego 23/06 87-085 Wejherowo
1946,Franciszek,Witoñ,mê¿czyzna,2002-10-02,aleja Tartaczna 42/38 08-430 Jaros³aw
1947,Klara,Sz³apka,kobieta,1989-09-25,ul. B³êkitna 75 21-423 Oœwiêcim
1948,Kornelia,Maciuszek,kobieta,1993-01-05,pl. Wiklinowa 30 06-135 Pi³a
1949,Angelika,Wieczerzak,kobieta,1991-10-13,pl. Przechodnia 90/10 89-892 £owicz
1950,Bianka,Ambro¿ewicz,kobieta,1996-05-04,pl. Promienna 42 78-059 Ko³obrzeg
1951,Leon,Romejko,mê¿czyzna,2000-07-08,aleja Rolnicza 37/85 75-955 Szczecinek
1952,Wojciech,Kapka,mê¿czyzna,1984-09-07,ul. Kasztanowa 24 84-390 Bielawa
1953,Marcel,Chaber,mê¿czyzna,1986-01-04,pl. Wyspiañskiego 72/57 93-540 Wejherowo
1954,Kornelia,Mytnik,kobieta,1998-07-09,pl. Grabowa 820 98-562 Pi³a
1955,Julian,Brz¹ka³a,mê¿czyzna,1990-03-25,aleja Lawendowa 76/84 54-676 Warszawa
1956,Sandra,Gosz,kobieta,1984-01-01,al. Lipowa 578 50-223 Tarnobrzeg
1957,Gustaw,Warzybok,mê¿czyzna,1999-07-26,ulica Listopada 04 50-457 Oœwiêcim
1958,Eliza,Szlufik,kobieta,1983-02-18,pl. Krasiñskiego 02/02 29-772 Bi³goraj
1959,Dariusz,¯ach,mê¿czyzna,1994-05-20,plac W³adys³awa Jagie³³y 56 12-013 Pabianice
1960,Sandra,£yskawa,kobieta,2005-03-28,plac Rzeczna 67/62 39-903 Œwidnica
1961,Mi³osz,Turczyk,mê¿czyzna,2000-08-19,ul. W³adys³awa £okietka 31/24 01-560 Piaseczno
1962,Maks,Œwiêtoñ,mê¿czyzna,2004-05-15,plac Podwale 09 88-625 Grudzi¹dz
1963,Albert,Dworniczak,mê¿czyzna,2001-12-26,aleja Kaszubska 22/27 68-969 Czechowice-Dziedzice
1964,Julita,Jaszczyszyn,kobieta,2005-03-23,ul. Rózana 51 05-026 Ostrowiec Œwiêtokrzyski
1965,Krystian,Langa,mê¿czyzna,2003-04-20,ul. Sucharskiego 87/32 01-431 Œwidnik
1966,Robert,Salawa,mê¿czyzna,1999-07-13,plac Ksiê¿ycowa 737 36-499 Be³chatów
1967,Kornelia,Zago¿d¿on,kobieta,2004-08-21,al. Podmiejska 953 51-163 Police
1968,Aleks,Miecznik,mê¿czyzna,1985-10-25,al. Lipca 17 79-815 Gorzów Wielkopolski
1969,Gabriel,Harasimiuk,mê¿czyzna,1992-12-09,ul. Stycznia 72/70 60-502 Zielona Góra
1970,Leonard,Orpel,mê¿czyzna,2005-04-21,al. G³owackiego 39/30 67-128 Grudzi¹dz
1971,Witold,Hamrol,mê¿czyzna,1998-11-07,aleja Kwiatowa 076 73-777 ¯yrardów
1972,Eryk,Kawala,mê¿czyzna,1983-02-13,pl. Morcinka 21/03 72-476 Zakopane
1973,Bianka,Suszka,kobieta,1985-07-14,al. Pszenna 41 62-658 Wo³omin
1974,Olga,Gêca,kobieta,1987-12-07,aleja Mieszka I 059 43-128 Sanok
1975,Leon,Amanowicz,mê¿czyzna,2003-07-02,al. ¯wirowa 71/67 69-660 Bielsko-Bia³a
1976,Anna Maria,Franków,kobieta,1994-02-15,ul. ródlana 317 78-156 £ódŸ
1977,Artur,Morga³a,mê¿czyzna,2002-03-20,pl. Grzybowa 08 79-220 Sanok
1978,Leon,Sarota,mê¿czyzna,1983-03-02,aleja Brzoskwiniowa 632 25-409 Nowa Ruda
1979,Krystyna,Jewu³a,kobieta,1995-02-08,al. Orzeszkowej 153 02-439 M³awa
1980,£ukasz,Pacia,mê¿czyzna,1992-10-12,plac Rejtana 547 48-132 Kêtrzyn
1981,Igor,Gapys,mê¿czyzna,1985-03-11,aleja Cegielniana 94/99 46-722 Sandomierz
1982,Kamila,Jaroch,kobieta,1988-07-27,aleja Kraszewskiego 24 04-782 Wroc³aw
1983,Miko³aj,Œwierad,mê¿czyzna,1988-02-03,pl. Wieniawskiego 80 16-869 Nowa Sól
1984,Stefan,Oziêb³o,mê¿czyzna,1985-12-04,al. ¯ytnia 78/53 51-262 Piaseczno
1985,Jakub,Kie³bik,mê¿czyzna,1993-11-13,pl. Handlowa 96 61-569 Czerwionka-Leszczyny
1986,Tadeusz,Pu³ka,mê¿czyzna,1995-09-16,ulica Poprzeczna 03/43 12-705 Goleniów
1987,Olgierd,Miszta,mê¿czyzna,1991-10-30,al. Krucza 59/02 82-967 Ostrów Mazowiecka
1988,Marcel,Kopciuch,mê¿czyzna,1994-02-03,pl. Skoœna 46 38-894 Pruszków
1989,Krystyna,Wiak,kobieta,2005-06-30,al. Narutowicza 943 51-240 Gi¿ycko
1990,Klara,Erdmann,kobieta,2003-02-13,ul. Cegielniana 60/02 83-754 Tarnów
1991,Maciej,Sierota,mê¿czyzna,1986-08-30,ulica Towarowa 71 21-389 Legionowo
1992,Wiktor,Klamka,mê¿czyzna,2002-09-26,ul. Agrestowa 77 64-945 Siedlce
1993,Jakub,Szymków,mê¿czyzna,2003-03-14,ulica Malczewskiego 61/48 70-205 Pu³awy
1994,Tymoteusz,Koœciesza,mê¿czyzna,1995-11-24,plac Widok 377 62-698 Ostróda
1995,Wiktor,Pikula,mê¿czyzna,1992-04-12,aleja Tysi¹clecia 90/62 24-943 Wrzeœnia
1996,Urszula,Ledzion,kobieta,1990-09-03,ul. Czarnieckiego 84 51-319 Œroda Wielkopolska
1997,Kalina,Jaskó³a,kobieta,2002-02-03,ul. Nadrzeczna 62 78-296 Jelenia Góra
1998,Kazimierz,£okietek,mê¿czyzna,1999-04-09,pl. Szeroka 421 82-625 Sosnowiec
1999,Anastazja,Kawula,kobieta,1984-10-26,plac £¹czna 35/52 85-968 Kielce
2000,Tadeusz,Gilewicz,mê¿czyzna,1996-07-11,ul. Drzyma³y 412 89-426 Pabianice
2001,Nikodem,Gasz,mê¿czyzna,1991-08-15,pl. Turkusowa 17/77 49-366 Miko³ów
2002,Igor,£upina,mê¿czyzna,2000-08-08,plac Grottgera 40 22-872 CzeladŸ
2003,Anastazja,Filas,kobieta,1993-10-13,aleja Pó³nocna 973 13-160 Przemyœl
